,shapeName,shapeID,shapeGroup,shapeType,longitude,latitude,is_land,tmz,elevation,surface_azimuth,fixed_yield,tracking_yield
2621,BARDERA,84685775B9725019653775,SOM,ADM2,41.72247964526041,2.1141922119302414,True,Africa/Mogadishu,0.0,180,387171.92640034016,488037.35688861087
2622,BADHADHE,84685775B71342338947416,SOM,ADM2,41.43699895654427,-0.8445130937426331,True,Africa/Mogadishu,46.0,0,394481.1142387045,502863.47533647047
2623,ADADO,84685775B7496341124688,SOM,ADM2,47.11384457357005,5.9209558014236086,True,Africa/Mogadishu,0.0,180,426137.9517554081,543774.237879679
2624,KISMAYO,84685775B88570008116698,SOM,ADM2,42.01521515038608,-0.3837647277486944,True,Africa/Mogadishu,0.0,0,414397.7524915156,538412.6466741048
2625,MARKA,84685775B78307821916269,SOM,ADM2,44.78551994229157,1.8291384234414052,True,Africa/Mogadishu,74.0,180,433214.9968108174,557060.9112006526
2626,BRAVA,84685775B57970277493095,SOM,ADM2,43.8271775378771,1.0830058970621719,True,Africa/Mogadishu,0.0,180,437429.39505831664,567098.7428207038
2627,JILIB EAST,84685775B45912091310280,SOM,ADM2,43.085213015818134,0.6414318727855008,True,Africa/Mogadishu,0.0,180,415512.8924455148,539889.7657000378
2628,JAMAAME WEST,84685775B48654206819595,SOM,ADM2,42.64194181906035,0.057767030551322804,True,Africa/Mogadishu,11.0,180,423234.8081458016,546970.4110021039
2629,JAMAAME EAST,84685775B22359262366449,SOM,ADM2,42.92713185332776,0.1928140827463515,True,Africa/Mogadishu,0.0,180,428192.81714008417,551264.2250789274
2630,SAKOW,84685775B35988907575651,SOM,ADM2,42.509301780972336,1.6434967457923106,True,Africa/Mogadishu,0.0,180,405282.68402285466,516343.0286560649
2631,SALAGLE,84685775B80153065701817,SOM,ADM2,41.888416411837795,1.614552284738013,True,Africa/Mogadishu,155.0,180,389743.3102078784,493502.9405198349
2632,BURDUBO,84685775B17211550711552,SOM,ADM2,42.486222788361054,3.1346354927541165,True,Africa/Mogadishu,0.0,180,404630.5269788438,513364.86973932356
2633,BERDALE,84685775B87507195948570,SOM,ADM2,43.10704817543866,3.3639487616626056,True,Africa/Mogadishu,0.0,180,405833.4628538652,516326.85740619054
2634,BAIDOA,84685775B64239121237609,SOM,ADM2,43.6679656554851,3.1649269167697276,True,Africa/Mogadishu,473.0,180,410648.7355288177,521655.97614964645
2635,AFGOI,84685775B82872988311402,SOM,ADM2,45.09829849068447,2.199113203434437,True,Africa/Mogadishu,0.0,180,424408.3406460799,556155.4206706574
2636,BALAD,84685775B67470388371162,SOM,ADM2,45.403598608947505,2.3929794793453336,True,Africa/Mogadishu,95.0,180,421985.7491183842,551766.3100375824
2637,WARSHEIKH,84685775B19685876664607,SOM,ADM2,45.747818380347546,2.4619581201770204,True,Africa/Mogadishu,0.0,180,424104.1802312339,552000.888035654
2638,JOWHAR,84685775B18067111366045,SOM,ADM2,45.5610923331702,2.8149106294967843,True,Africa/Mogadishu,0.0,180,415150.14891448827,535059.8284960543
2639,MAHADAY,84685775B91218746940752,SOM,ADM2,45.6125248521827,3.1155685635764456,True,Africa/Mogadishu,0.0,180,409413.1484535481,526616.840417212
2640,RUNINGOD,84685775B1037428019952,SOM,ADM2,46.81774581307106,3.508154495996289,True,Africa/Mogadishu,16.0,180,435743.6132462597,565765.0218181317
2641,ADEN YABAL,84685775B59280367905571,SOM,ADM2,46.26270529872757,3.603691540124808,True,Africa/Mogadishu,0.0,180,417473.3423931591,533443.318708316
2642,ELGARAS,84685775B92422883718197,SOM,ADM2,46.7398130436037,4.982218741326581,True,Africa/Mogadishu,0.0,180,423336.0198277036,536998.9372755688
2643,BULO BURTI,84685775B29587148635328,SOM,ADM2,45.29752318647105,3.8421828766287747,True,Africa/Mogadishu,230.0,180,420109.1743874233,537627.3193763006
2644,MAHAS,84685775B60472042011184,SOM,ADM2,45.98369732210663,4.248608475405623,True,Africa/Mogadishu,0.0,180,422562.95551791566,537471.2558029726
2645,BELET WEYNE,84685775B70929656098246,SOM,ADM2,45.09989470757987,4.5507357717695855,True,Africa/Mogadishu,0.0,180,418321.50248663843,531747.2520120229
2646,MATABAN,84685775B33633029479979,SOM,ADM2,45.59547258343284,5.061600509762683,True,Africa/Mogadishu,416.0,180,429633.1682599958,550203.3091243462
2647,GURIEL,84685775B13646970267315,SOM,ADM2,45.97061087551609,5.263520587718449,True,Africa/Mogadishu,0.0,180,420068.085644803,532004.6448858406
2648,DUSAMREB,84685775B3694885810880,SOM,ADM2,46.792097118392185,5.476159357796862,True,Africa/Mogadishu,0.0,180,423440.00007875665,538849.9915152101
2649,EL BUR,84685775B95768297693304,SOM,ADM2,46.54520864636479,4.462822713931827,True,Africa/Mogadishu,154.0,180,415526.4935179149,526572.8722483526
2650,GALAD,84685775B5464028424043,SOM,ADM2,46.76450469249852,4.000074570663018,True,Africa/Mogadishu,0.0,180,412843.4012898828,528177.4243529232
2651,GALHAREERI,84685775B93282751172745,SOM,ADM2,47.188486004140856,4.4565985565308655,True,Africa/Mogadishu,0.0,180,411860.90939215326,522315.76631237316
2652,ABUDWAQ,84685775B79967246373787,SOM,ADM2,46.390474252917464,6.137672571021746,True,Africa/Mogadishu,332.0,180,424863.58592504525,543747.5466228587
2653,BALANBALE,84685775B33412695928736,SOM,ADM2,45.95400506368679,5.7020418962030615,True,Africa/Mogadishu,0.0,180,421325.9139222553,537014.1448634459
2654,LUUQ,84685775B74213899159169,SOM,ADM2,42.59827398959729,3.8696061610354926,True,Africa/Mogadishu,185.0,180,406811.7298009547,521524.7385104102
2655,SHANGANI,84685775B46962226770682,SOM,ADM2,45.34703105633072,2.037361606130502,True,Africa/Mogadishu,0.0,180,442714.00390218635,580388.6507577316
2656,HAMAR JABJAB,84685775B5791986723142,SOM,ADM2,45.33398037375164,2.0278485241536157,True,Africa/Mogadishu,11.0,180,442698.3188514544,580378.467778238
2657,WARDEGLY,84685775B59079142474967,SOM,ADM2,45.33182942952289,2.0543492710986957,True,Africa/Mogadishu,0.0,180,444697.16050602554,580639.1304523489
2658,YAQSHID,84685775B1106849910840,SOM,ADM2,45.3519802290319,2.11352372811011,True,Africa/Mogadishu,0.0,180,446429.68578913284,581925.8184988331
2659,HELIWA,84685775B37468249397520,SOM,ADM2,45.41953965328359,2.107125177181122,True,Africa/Mogadishu,34.0,180,452366.160408503,588116.6154603323
2660,KARAN,84685775B48165620113230,SOM,ADM2,45.37279189679335,2.060451365686313,True,Africa/Mogadishu,0.0,180,452676.95727979107,591045.6270671539
2661,KAHDA,84685775B11993841529980,SOM,ADM2,45.24362800852106,2.0450760928831766,True,Africa/Mogadishu,0.0,180,452553.6600570355,588292.8134590114
2662,DANYILE,84685775B12433941147201,SOM,ADM2,45.2901611873534,2.091922662137709,True,Africa/Mogadishu,0.0,180,442705.7695458948,578906.446895687
2663,SHIBIS,84685775B97352920944621,SOM,ADM2,45.34956279587789,2.047871071524769,True,Africa/Mogadishu,40.0,180,442622.65349818434,580276.9418798413
2664,HODAN,84685775B82497117108995,SOM,ADM2,45.306476979342044,2.0448475440213914,True,Africa/Mogadishu,0.0,180,442562.16144422273,580245.8311640582
2665,ABDUL AZIZ,84685775B24635972964099,SOM,ADM2,45.36001370048913,2.042858241401841,True,Africa/Mogadishu,9.0,180,454612.00209424633,595093.4038344283
2666,HAWAL WADAG,84685775B6174118439216,SOM,ADM2,45.32211559012182,2.049807262070715,True,Africa/Mogadishu,0.0,180,442743.6670133816,580429.6617176443
2667,MADINA,84685775B6942068492284,SOM,ADM2,45.24799233342975,1.9923247013834144,True,Africa/Mogadishu,31.0,180,458137.94665180764,598978.9252440379
2668,HAMAR WEYN,84685775B74421792926461,SOM,ADM2,45.33994915738792,2.0341502283367823,True,Africa/Mogadishu,0.0,180,442719.734766298,580399.2793666923
2669,BONDERE,84685775B75268205448594,SOM,ADM2,45.34250218110592,2.044306774220578,True,Africa/Mogadishu,0.0,180,442721.26633750513,580396.7592525512
2670,WABERI,84685775B61400607894578,SOM,ADM2,45.315532348373054,2.02289538817074,True,Africa/Mogadishu,5.0,180,442729.2982317803,580423.1559300425
2671,HAGAR,84685775B80096765032061,SOM,ADM2,41.98222178748112,1.0516289363280178,True,Africa/Mogadishu,0.0,180,402050.78561605426,507582.8753823644
2672,GALINSOOR,84685775B19557603644840,SOM,ADM2,46.73988791017663,6.432788308649353,True,Africa/Mogadishu,0.0,180,427198.48836245824,544843.8916660559
2673,EL DHERE,84685775B48124794142204,SOM,ADM2,47.29825077351248,4.001984574752068,True,Africa/Mogadishu,53.0,180,429730.0316648699,556640.757965927
2674,BALIGUBADLE,84685775B4618356108906,SOM,ADM2,44.19088297094074,9.165380687681852,True,Africa/Mogadishu,0.0,180,465206.5969464478,598040.8014467435
2675,ALULA,84685775B85704075811392,SOM,ADM2,50.83355357195515,11.710284789613533,True,Africa/Mogadishu,136.0,180,438036.42441872146,560609.9106126141
2676,BARGAAL,84685775B61236699531309,SOM,ADM2,50.83716009909165,11.1931285639554,True,Africa/Mogadishu,0.0,180,456968.523373268,585030.3079141577
2677,BOSSASO,84685775B12579203226949,SOM,ADM2,49.29305456891127,10.975746432194878,True,Africa/Mogadishu,823.0,180,460407.069756498,585975.1079475544
2678,ISKUSHUBAN,84685775B5210760916560,SOM,ADM2,50.24957640819229,10.325032015755507,True,Africa/Mogadishu,0.0,180,455046.89834482723,585795.1032944259
2679,QANDALA,84685775B84835917944928,SOM,ADM2,50.221187057612866,11.083991919940441,True,Africa/Mogadishu,0.0,180,454004.913071428,574849.153993285
2680,UFEYN,84685775B19942136594516,SOM,ADM2,49.601456878949804,10.562958270609762,True,Africa/Mogadishu,464.0,180,465523.18903498293,592715.7060864514
2681,WAJID,84685775B49823666549340,SOM,ADM2,43.256398594601656,3.827211542279273,True,Africa/Mogadishu,385.0,180,402332.11948112707,508422.26501508534
2682,TIYEGLO,84685775B98266132903416,SOM,ADM2,44.48623871472185,3.822162529800765,True,Africa/Mogadishu,0.0,180,413918.3189330454,527645.7809167084
2683,HUDUR,84685775B34429379977125,SOM,ADM2,43.87130492847046,4.159444732838125,True,Africa/Mogadishu,0.0,180,417895.66998710996,531750.2553078609
2684,RABDURE,84685775B46619978923687,SOM,ADM2,43.202856096785624,4.273710113780341,True,Africa/Mogadishu,359.0,180,408981.46542855416,521755.0632539868
2685,EL BARDE,84685775B56593416726997,SOM,ADM2,43.99583518058242,4.664474633993712,True,Africa/Mogadishu,0.0,180,436334.1502186231,559676.8574997695
2686,BAKI,84685775B40091123389404,SOM,ADM2,43.40164555502505,10.07965304774897,True,Africa/Mogadishu,0.0,180,422659.225870414,532730.7558822046
2687,BURAO,84685775B49158080079573,SOM,ADM2,45.70804366395775,9.19780148960026,True,Africa/Mogadishu,996.0,180,451193.46203642304,578551.0334947908
2688,GALKAYU NORTH,84685775B55713262930427,SOM,ADM2,47.58971656347459,7.159337284317306,True,Africa/Mogadishu,0.0,180,434600.55236803927,555629.3266879873
2689,AWDHEEGLE,84685775B89470325757348,SOM,ADM2,44.69552854924078,2.1757427601863304,True,Africa/Mogadishu,77.0,180,412240.3016081988,535337.594995796
2690,DHARKENLY,84685775B89976507617843,SOM,ADM2,45.260296555237055,2.016752170243016,True,Africa/Mogadishu,0.0,180,447028.59927196306,583011.6656331929
2691,RAGA ELLE,84685775B83703395559495,SOM,ADM2,46.008759791768966,2.632277869968322,True,Africa/Mogadishu,33.0,180,436099.1106928933,565959.4794060078
2692,GARBAHAREY,84685775B75221313586625,SOM,ADM2,42.11404659505168,3.2990808209422218,True,Africa/Mogadishu,0.0,180,396981.4486227338,502685.82625303173
2693,DOLO,84685775B92097276098978,SOM,ADM2,42.107585842762454,4.0989056142210245,True,Africa/Mogadishu,0.0,180,404311.3648816143,517217.13977145863
2694,BENDER BAYLA,84685775B8041620717241,SOM,ADM2,50.31489242485981,9.503547703757587,True,Africa/Mogadishu,356.0,180,451802.54323862924,583972.0120391342
2695,GARDO,84685775B51750240314233,SOM,ADM2,49.370467168776,9.4893730091717,True,Africa/Mogadishu,0.0,180,464504.78866815654,600452.1468249614
2696,HAFUN,84685775B125480767078,SOM,ADM2,50.950686733774326,10.420823348948606,True,Africa/Mogadishu,16.0,180,441411.0837422982,565571.6298255459
2697,RAKO,84685775B37301181329980,SOM,ADM2,49.74090821691783,9.931185471961431,True,Africa/Mogadishu,0.0,180,468642.8220140137,606615.7820350793
2698,WACIYA,84685775B27341707037239,SOM,ADM2,49.16014805362403,10.121334481555289,True,Africa/Mogadishu,919.0,180,453665.84836159827,580115.1948492108
2699,GEDWEIN,84685775B13359922202498,SOM,ADM2,42.268274413609156,3.9831866393859188,True,Africa/Mogadishu,0.0,180,414117.4657252565,532542.0149453429
2700,JILIB WEST,84685775B94178460228312,SOM,ADM2,42.52250550623794,0.43167618737422575,True,Africa/Mogadishu,0.0,180,397405.9354332626,510367.05977964617
2701,Alfred Nzo,47623444B30321887561170,ZAF,ADM2,29.15462214302313,-30.667865137072944,True,Africa/Johannesburg,1405.0,0,349108.9634448819,375970.70855587395
2702,Amajuba,47623444B66034573524186,ZAF,ADM2,30.12811365673467,-27.74684838608561,True,Africa/Johannesburg,0.0,0,401100.5959120212,463783.8620617633
2703,Amathole,47623444B36505680523289,ZAF,ADM2,27.456686253927135,-32.5597780864934,True,Africa/Johannesburg,0.0,0,362112.5940101774,413787.12954263756
2704,Bojanala,47623444B85240549790840,ZAF,ADM2,27.224301278616412,-25.42612026903269,True,Africa/Johannesburg,1077.0,0,425071.02582921577,514762.964476523
2705,Buffalo City,47623444B85184421345333,ZAF,ADM2,27.59858828438802,-32.94782062720721,True,Africa/Johannesburg,0.0,0,354162.5637012167,407155.16282423196
2706,Cacadu,47623444B84929106525656,ZAF,ADM2,24.776470484225474,-33.064890873044874,True,Africa/Johannesburg,0.0,0,421421.8062840925,504033.2283832455
2707,Cape Winelands,47623444B8262601395586,ZAF,ADM2,19.689985612707158,-33.3225078390894,True,Africa/Johannesburg,1321.0,0,415912.41923249303,507821.72438778845
2708,Capricorn,47623444B39961875100415,ZAF,ADM2,29.183112861963494,-23.481073230070564,True,Africa/Johannesburg,0.0,0,412978.0450162475,499769.4698859587
2709,Central Karoo,47623444B66747201173997,ZAF,ADM2,22.21192417411564,-32.62812291678446,True,Africa/Johannesburg,641.0,0,438539.3290969963,532589.0401808722
2710,Chris Hani,47623444B97098873518332,ZAF,ADM2,26.448485144567698,-31.79334849354309,True,Africa/Johannesburg,0.0,0,421330.05486860126,492007.5878873875
2711,City of Cape Town,47623444B95865124382580,ZAF,ADM2,18.594896042037146,-33.89266229681474,True,Africa/Johannesburg,80.0,0,414301.48779076745,514694.4174915608
2712,City of Johannesburg,47623444B15418766532839,ZAF,ADM2,27.963519495301135,-26.176731838481768,True,Africa/Johannesburg,0.0,0,436873.1177000741,522776.3846619909
2713,City of Tshwane,47623444B80921072750836,ZAF,ADM2,28.443431914301744,-25.659851175101906,True,Africa/Johannesburg,0.0,0,422350.32575107383,514054.27233692334
2714,Dr Kenneth Kaunda,47623444B93741575558004,ZAF,ADM2,26.567559516476333,-26.807478507745873,True,Africa/Johannesburg,1361.0,0,423975.3485181264,510170.9879175752
2715,Dr Ruth Segomotsi Mompati,47623444B1265322146951,ZAF,ADM2,24.27330119731098,-26.634952345658508,True,Africa/Johannesburg,0.0,0,450624.82045020803,548418.1102650182
2716,Eden,47623444B71894478343084,ZAF,ADM2,22.011909551762642,-33.8210845633457,True,Africa/Johannesburg,566.0,0,386842.1718025818,446297.50097910105
2717,Ehlanzeni,47623444B37290189898198,ZAF,ADM2,31.25442233403797,-25.049143799595985,True,Africa/Johannesburg,0.0,0,371285.46479778603,432456.0138503759
2718,Ekurhuleni,47623444B61881803671589,ZAF,ADM2,28.312612297018426,-26.19889676022,True,Africa/Johannesburg,0.0,0,414435.19271065,490813.182033579
2719,eThekwini,47623444B60178842862169,ZAF,ADM2,30.83533777955754,-29.834071094208504,True,Africa/Johannesburg,335.0,0,314402.08405789715,351147.5847558063
2720,Fezile Dabi,47623444B21501715606105,ZAF,ADM2,27.71927018867401,-27.3391836325502,True,Africa/Johannesburg,0.0,0,411560.7613798906,491069.873779959
2721,Frances Baard,47623444B47551800403987,ZAF,ADM2,24.381879473262714,-28.300032537013962,True,Africa/Johannesburg,1041.0,0,425084.3032818079,514235.712951188
2722,Gert Sibande,47623444B27645248540404,ZAF,ADM2,29.929585479995197,-26.67098449221577,True,Africa/Johannesburg,0.0,0,402146.77484637994,468282.59993051406
2723,iLembe,47623444B69150070479938,ZAF,ADM2,31.142125488713415,-29.273314717940206,True,Africa/Johannesburg,0.0,0,332847.590693385,374031.3924050895
2724,Joe Gqabi,47623444B23123045321242,ZAF,ADM2,27.05739201060186,-30.942080400180075,True,Africa/Johannesburg,1427.0,0,429543.77856836625,523474.5423274069
2725,John Taolo Gaetsewe,47623444B84629172160693,ZAF,ADM2,23.04583649726062,-27.045798160416865,True,Africa/Johannesburg,0.0,0,452318.6854057842,555310.5005179956
2726,Lejweleputswa,47623444B29116896592790,ZAF,ADM2,26.144390081772244,-28.23950998322742,True,Africa/Johannesburg,1349.0,0,431138.61353491514,516654.9651649415
2727,Mangaung,47623444B22599792684232,ZAF,ADM2,26.50053253844592,-29.331490412807543,True,Africa/Johannesburg,0.0,0,438166.60330163536,526385.2691214263
2728,Mopani,47623444B84816538378710,ZAF,ADM2,30.83581819550161,-23.766709187464116,True,Africa/Johannesburg,0.0,0,367691.6801975607,436607.31315319095
2729,Namakwa,47623444B2552562251298,ZAF,ADM2,19.429885724856746,-30.536571200125806,True,Africa/Johannesburg,829.0,0,457859.1836332007,567972.2859740803
2730,Nelson Mandela Bay,47623444B28857154592205,ZAF,ADM2,25.492080871660534,-33.80362565597588,True,Africa/Johannesburg,0.0,0,388777.0659702103,454434.59260243416
2731,Ngaka Modiri Molema,47623444B28912463422483,ZAF,ADM2,25.809696070196214,-25.95120802326765,True,Africa/Johannesburg,0.0,0,421705.73254616006,503929.56815720967
2732,Nkangala,47623444B64302501149239,ZAF,ADM2,29.424308212983224,-25.712221828358985,True,Africa/Johannesburg,1499.0,0,421738.1243042886,505634.36610469426
2733,O.R.Tambo,47623444B2401151093158,ZAF,ADM2,29.04954172906557,-31.464975308915392,True,Africa/Johannesburg,0.0,0,337567.0304658309,376559.85737749375
2734,Overberg,47623444B61406186088349,ZAF,ADM2,19.940457164462206,-34.26089398234286,True,Africa/Johannesburg,0.0,0,402105.45909113565,479987.7215725612
2735,Pixley ka Seme,47623444B63696254381244,ZAF,ADM2,23.258157003290055,-30.289179260203554,True,Africa/Johannesburg,1071.0,0,444262.58087614423,546371.9137368103
2736,Sedibeng,47623444B84489694859974,ZAF,ADM2,28.18277291290507,-26.566853208170677,True,Africa/Johannesburg,0.0,0,425654.28229517746,514387.0894210158
2737,Sekhukhune,47623444B21298621424908,ZAF,ADM2,29.83802808370259,-24.82805876170574,True,Africa/Johannesburg,0.0,0,413403.4539164982,496716.6717349676
2738,Sisonke,47623444B12889843225205,ZAF,ADM2,29.654182073650915,-30.11844251474502,True,Africa/Johannesburg,1100.0,0,361980.17322687607,407014.81010347017
2739,Thabo Mofutsanyane,47623444B5552574832417,ZAF,ADM2,28.35967999911887,-28.24140225915848,True,Africa/Johannesburg,0.0,0,425711.3735770043,496997.349522478
2740,Ugu,47623444B80915190121590,ZAF,ADM2,30.25499165406889,-30.56485168344049,True,Africa/Johannesburg,482.0,0,332934.4288203155,359144.83521787776
2741,Umgungundlovu,47623444B82303823139799,ZAF,ADM2,30.192734710790706,-29.515335970410717,True,Africa/Johannesburg,0.0,0,361806.25402615056,406888.58259776514
2742,Umkhanyakude,47623444B87808740966359,ZAF,ADM2,32.30105390765862,-27.617965932305964,True,Africa/Johannesburg,0.0,0,364730.5248169801,428728.708362452
2743,Umzinyathi,47623444B41861303399053,ZAF,ADM2,30.557197149744308,-28.58895414048298,True,Africa/Johannesburg,874.0,0,367182.3225288754,421298.1706503208
2744,Uthukela,47623444B45932738864801,ZAF,ADM2,29.654400452153318,-28.72892500695798,True,Africa/Johannesburg,0.0,0,403691.5481555413,462964.87057842454
2745,Uthungulu,47623444B51210648784187,ZAF,ADM2,31.51384816532262,-28.700163006914558,True,Africa/Johannesburg,0.0,0,362604.1439460029,416701.7967764578
2746,Vhembe,47623444B95982048670815,ZAF,ADM2,30.193283853458617,-22.753892316305297,True,Africa/Johannesburg,1218.0,0,399490.99933249305,486841.7715999589
2747,Waterberg,47623444B68910643198214,ZAF,ADM2,27.977539429039524,-24.204241262785956,True,Africa/Johannesburg,0.0,0,410847.614189024,497227.61694866384
2748,West Coast,47623444B37444115609272,ZAF,ADM2,18.62723491025051,-32.09474713803985,True,Africa/Johannesburg,0.0,0,424942.12300442625,534950.3371152468
2749,West Rand,47623444B6623169143942,ZAF,ADM2,27.555380367863915,-26.245647939593635,True,Africa/Johannesburg,1683.0,0,416581.39145761303,497809.44439301814
2750,Xhariep,47623444B92402502391318,ZAF,ADM2,25.736725821153883,-29.859276747023255,True,Africa/Johannesburg,0.0,0,437502.98015531484,520708.8093306911
2751,Z F Mgcawu,47623444B49450251729649,ZAF,ADM2,21.18326357736749,-27.997338851469728,True,Africa/Johannesburg,911.0,0,456844.0792303872,560218.2198992115
2752,Zululand,47623444B26591670939926,ZAF,ADM2,31.294359473691813,-27.811155414157646,True,Africa/Johannesburg,0.0,0,361828.31326106243,411733.1559818038
2753,Morobo,79223893B16328156709571,SSD,ADM2,30.830733403542148,3.7436874769709036,True,Africa/Juba,1146.0,180,372282.7367122495,452805.73476450506
2754,Kajo-keji,79223893B65724383376583,SSD,ADM2,31.46167431193733,3.8920282593178874,True,Africa/Juba,0.0,180,377258.98181685206,459112.5797243688
2755,Lainya,79223893B40788586970477,SSD,ADM2,30.85057726074954,4.278367222010713,True,Africa/Juba,0.0,180,367537.1990052628,447710.9346149486
2756,Yei,79223893B15931514297219,SSD,ADM2,30.348267164611425,4.248620365188579,True,Africa/Juba,837.0,180,374794.283726973,457024.2749490122
2757,Juba,79223893B61077901252755,SSD,ADM2,31.48182438439699,4.71661672006408,True,Africa/Juba,0.0,180,386193.545073225,473799.08794301737
2758,Terekeka,79223893B10688999436649,SSD,ADM2,31.325766670295646,5.662630284409587,True,Africa/Juba,470.0,180,376498.1602653739,464944.55431193666
2759,Magwi,79223893B80026525075144,SSD,ADM2,32.21268767015262,3.908975743538199,True,Africa/Juba,0.0,180,363335.35707211704,436804.3505118368
2760,Ikotos,79223893B75846050285915,SSD,ADM2,33.132482529198676,4.029216907941722,True,Africa/Juba,0.0,180,380524.5105029376,463157.74135827296
2761,Kapoeta South,79223893B10541432646171,SSD,ADM2,33.67623533828077,4.572329955056813,True,Africa/Juba,797.0,180,379249.9168585168,468826.6916330258
2762,Budi,79223893B70583427213056,SSD,ADM2,33.446490791435735,4.3601374308850165,True,Africa/Juba,0.0,180,353231.0578691027,432977.76371015824
2763,Torit,79223893B91619257593054,SSD,ADM2,32.565645107091036,4.3725365273638,True,Africa/Juba,0.0,180,370683.89066260913,449690.35354384896
2764,Kapoeta North,79223893B90459000801703,SSD,ADM2,33.461225301569804,5.3102388777742355,True,Africa/Juba,473.0,180,377854.6897086301,466448.5494612039
2765,Lafon,79223893B81439496011559,SSD,ADM2,32.67165198576918,5.248736857663122,True,Africa/Juba,0.0,180,376072.98520730366,462606.3607088473
2766,Kapoeta East,79223893B62671962917549,SSD,ADM2,34.59371155579193,5.183556203511606,True,Africa/Juba,0.0,180,377425.53091802093,468845.8561209991
2767,Awerial,79223893B81946287385268,SSD,ADM2,31.228851269474,6.150525042091554,True,Africa/Juba,426.0,180,377949.6849418596,462450.2852077631
2768,Yirol West,79223893B91549387440575,SSD,ADM2,30.488869348782057,6.39525232862145,True,Africa/Juba,0.0,180,375379.6687262994,457614.9816721531
2769,Wulu,79223893B61000747889625,SSD,ADM2,29.207092279833915,6.200813961083237,True,Africa/Juba,0.0,180,384422.1472504274,469433.96418948274
2770,Rumbek East,79223893B32400871313636,SSD,ADM2,30.01200809362392,6.714671752480077,True,Africa/Juba,430.0,180,374258.35741412727,454188.05396584055
2771,Cueibet,79223893B36009183812967,SSD,ADM2,29.224852062434714,7.081913511062698,True,Africa/Juba,0.0,180,380246.2840191367,465829.3826077237
2772,Rumbek North,79223893B34085221347990,SSD,ADM2,29.704358885000037,7.524552798497558,True,Africa/Juba,404.0,180,372878.2755802865,453634.040237915
2773,Rumbek Centre,79223893B15705410595049,SSD,ADM2,29.785637722656578,7.020163820895788,True,Africa/Juba,0.0,180,378812.5135815359,461157.27067674644
2774,Yirol East,79223893B59833655345818,SSD,ADM2,30.801520980954567,6.793384553361236,True,Africa/Juba,0.0,180,367828.55174948764,447379.51591396827
2775,Aweil South,79223893B68307976822083,SSD,ADM2,27.741651770432707,8.675285905112663,True,Africa/Juba,422.0,180,395945.84721331846,487749.9174272306
2776,Aweil Centre,79223893B3139508517189,SSD,ADM2,26.899679066396164,8.41728275068142,True,Africa/Juba,0.0,180,397719.66974720766,488096.15956660325
2777,Aweil West,79223893B18780774215456,SSD,ADM2,26.72620181554371,8.92958743993875,True,Africa/Juba,0.0,180,408448.35148952,502097.42651375063
2778,Aweil North,79223893B62952270667029,SSD,ADM2,26.727528641847577,9.335518399054639,True,Africa/Juba,450.0,180,404786.08376259054,498566.2609935991
2779,Aweil East,79223893B40976740779216,SSD,ADM2,27.611701556650498,9.246296497166533,True,Africa/Juba,0.0,180,406022.9865761163,498560.78838696086
2780,Panyijiar,79223893B83393378605380,SSD,ADM2,30.336621556026124,7.524551778983646,True,Africa/Juba,0.0,180,372936.6283443683,455273.8989962061
2781,Mayendit,79223893B14659068163591,SSD,ADM2,29.918867230329603,8.120908353528835,True,Africa/Juba,396.0,180,379331.21637737827,464790.74086959637
2782,Leer,79223893B69853556807394,SSD,ADM2,30.227496014804256,8.174480511313662,True,Africa/Juba,0.0,180,373612.8560100517,454095.600685668
2783,Koch,79223893B49077464819329,SSD,ADM2,29.857832895222565,8.633739887654441,True,Africa/Juba,0.0,180,381135.1983731235,467126.0063782291
2784,Mayom,79223893B58930219701541,SSD,ADM2,29.215015683486097,9.096177123815043,True,Africa/Juba,394.0,180,389068.5741542818,474936.34438282455
2785,Guit,79223893B83086090968913,SSD,ADM2,30.07745445657106,9.198733893496048,True,Africa/Juba,0.0,180,386586.11476076115,472353.89415915177
2786,Rubkona,79223893B27394743162218,SSD,ADM2,29.637443295442775,9.265484681010511,True,Africa/Juba,394.0,180,393635.90304772626,483110.93144034105
2787,Abiemnhom,79223893B7237342620432,SSD,ADM2,29.129853463184972,9.55192230556937,True,Africa/Juba,0.0,180,390807.47132518847,475926.7841773331
2788,Pariang,79223893B45292827901182,SSD,ADM2,30.118466228648877,9.814964649789452,True,Africa/Juba,406.0,180,381694.21924537356,466013.32936675526
2789,Tonj South,79223893B28236653000633,SSD,ADM2,28.734047402565544,7.081980931125301,True,Africa/Juba,0.0,180,377594.0705802198,460709.9104916459
2790,Tonj East,79223893B19595025939095,SSD,ADM2,29.284216786964297,7.847290439802075,True,Africa/Juba,0.0,180,390466.5264833815,477668.3108673969
2791,Tonj North,79223893B57741024830751,SSD,ADM2,28.917133048663125,8.247514663792561,True,Africa/Juba,401.0,180,384261.01240103564,467129.56577635644
2792,Gogrial East,79223893B33443861604681,SSD,ADM2,28.589610556212246,8.599218055844839,True,Africa/Juba,0.0,180,397261.6120559959,487713.3569457915
2793,Gogrial West,79223893B68653566735715,SSD,ADM2,28.11127739123222,8.568224709256125,True,Africa/Juba,0.0,180,388411.19728855387,472123.7623825794
2794,Twic,79223893B10116449599990,SSD,ADM2,28.391294064778915,9.13882981184125,True,Africa/Juba,405.0,180,400892.41730348294,493476.6261556095
