,shapeName,shapeID,shapeGroup,shapeType,longitude,latitude,is_land,tmz,elevation,surface_azimuth,fixed_yield,tracking_yield
331,Mangai,63176286B5937777491698,COD,ADM2,19.53239817277753,-4.059981152624937,True,Africa/Kinshasa,0.0,0,339738.08150897536,401863.11414636794
332,Manono,63176286B74212537268608,COD,ADM2,27.56829774677935,-7.21160468253762,True,Africa/Kinshasa,691.0,0,370612.00074349437,447040.766906078
333,Masi-Manimba,63176286B37254158064276,COD,ADM2,17.980640037088797,-5.107663128867472,True,Africa/Kinshasa,0.0,0,341032.20575545327,401220.0690335614
334,Masisi,63176286B62559292775761,COD,ADM2,28.847298122396584,-1.4116325911311807,True,Africa/Kinshasa,0.0,0,316811.57604985347,366304.43913647975
335,Matadi,63176286B7026545207042,COD,ADM2,13.462179469237922,-5.838097215545574,True,Africa/Kinshasa,169.0,0,319880.9014531967,379786.86739569023
336,Mbandaka,63176286B82661241826895,COD,ADM2,18.258026368492363,-0.09875708795007351,True,Africa/Kinshasa,0.0,0,339777.5366104678,400185.6850532629
337,Mbanza-Ngungu,63176286B82592558575614,COD,ADM2,14.7883090146092,-5.3426113373894575,True,Africa/Kinshasa,527.0,0,328219.23893423384,382019.82824498456
338,Mbuji-Mayi,63176286B79011641071296,COD,ADM2,23.595706539044293,-6.115957554437116,True,Africa/Kinshasa,0.0,0,356320.72203184373,421603.2239266467
339,Miabi,63176286B13611321695248,COD,ADM2,23.296821631130857,-6.329690047934737,True,Africa/Kinshasa,0.0,0,363924.47092233715,432957.3469293007
340,Mitwaba,63176286B64695958976401,COD,ADM2,27.19382255709734,-9.201553293631688,True,Africa/Kinshasa,0.0,0,386198.7480677943,463442.8177092944
341,Moanda,63176286B88277060419996,COD,ADM2,12.814550516142571,-5.772412988200603,True,Africa/Kinshasa,18.0,0,316515.09779695637,371081.95045056305
342,Moba,63176286B25314267977171,COD,ADM2,29.7751775050109,-6.981444265126959,True,Africa/Kinshasa,0.0,0,394571.85701762687,484424.17652127106
343,Mobayi-Mbongo,63176286B77587123851522,COD,ADM2,21.03920645695522,4.081990694242281,True,Africa/Kinshasa,506.0,180,357498.29667964485,427978.42511524644
344,Mongwalu,63176286B9060730940258,COD,ADM2,30.239287933101995,1.819211819212477,True,Africa/Kinshasa,0.0,180,339171.5057105777,409597.75261924893
345,Monkoto,63176286B4277783159614,COD,ADM2,20.927932541339647,-1.6429916817700179,True,Africa/Kinshasa,423.0,0,328993.8687259877,385132.84733900044
346,Mushie,63176286B59505490488503,COD,ADM2,17.18312986284381,-2.5176402772816706,True,Africa/Kinshasa,0.0,0,349201.92202740646,415000.67136901047
347,Mutshatsha,63176286B57018267641486,COD,ADM2,25.056907880770588,-10.767395889012624,True,Africa/Kinshasa,0.0,0,383457.11508555885,462502.435210414
348,Mweka,63176286B85649689551019,COD,ADM2,21.62701784511852,-4.537555800458425,True,Africa/Kinshasa,598.0,0,338931.31301690603,398913.4845079157
349,Mwene-Ditu,63176286B28359889537852,COD,ADM2,23.476641140940444,-6.987421054869052,True,Africa/Kinshasa,0.0,0,368843.0375274949,440508.87312746595
350,Mwenga,63176286B33283671139480,COD,ADM2,28.369424039425954,-3.3289499643960063,True,Africa/Kinshasa,1413.0,0,318629.8606895835,369255.4480438326
351,Namoya,63176286B36790783393673,COD,ADM2,27.57109121700006,-4.00767207466663,True,Africa/Kinshasa,0.0,0,344563.80533245805,401327.1770863959
352,Ngandajika,63176286B5322857834849,COD,ADM2,24.260552079042526,-6.721413561177319,True,Africa/Kinshasa,0.0,0,373543.44048722804,446515.59881648415
353,Niangara,63176286B33291186627226,COD,ADM2,27.90031144698453,3.513711546784062,True,Africa/Kinshasa,733.0,180,370397.60639826674,448895.31616175256
354,Nioki,63176286B71096802464930,COD,ADM2,17.68235499369659,-2.7004464376133357,True,Africa/Kinshasa,0.0,0,347215.0515217348,413617.05884324136
355,Nyiragongo,63176286B84996923503616,COD,ADM2,29.273217377100455,-1.541109897290011,True,Africa/Kinshasa,2334.0,0,298694.6571914227,349467.2144147971
356,Nyunzu,63176286B34424841963647,COD,ADM2,27.934697536247374,-5.730985118869067,True,Africa/Kinshasa,0.0,0,353639.8255597183,424819.87988258403
357,Oïcha,63176286B86170870415972,COD,ADM2,29.547110983206107,0.42296875379347004,True,Africa/Kinshasa,0.0,180,346188.1217472713,410683.54523776344
358,Opala,63176286B48725841971461,COD,ADM2,24.36786968858512,-0.7570960279291665,True,Africa/Kinshasa,430.0,0,324947.6695589492,382114.64266509726
359,Oshwe,63176286B4112889633509,COD,ADM2,19.966618346403635,-3.1011742393309567,True,Africa/Kinshasa,0.0,0,333008.42416468344,391245.98663793347
360,Pangi,63176286B98681964412172,COD,ADM2,26.56624039929518,-3.194254211047349,True,Africa/Kinshasa,0.0,0,332605.46811175783,388711.1487731378
361,Poko,63176286B68044599971787,COD,ADM2,26.82171999825641,3.016616341513167,True,Africa/Kinshasa,709.0,180,348522.2230834334,417651.3267068829
362,Popokabaka,63176286B47421332346835,COD,ADM2,16.57993442250451,-5.646876041097031,True,Africa/Kinshasa,0.0,0,351852.03766900016,416096.5570464806
363,Punia,63176286B1925057871065,COD,ADM2,26.78897709642175,-1.710705581439025,True,Africa/Kinshasa,578.0,0,310510.35367564624,353861.69118827756
364,Pweto,63176286B50481715267247,COD,ADM2,28.504287455313083,-8.641437179532343,True,Africa/Kinshasa,0.0,0,400606.05688457075,490584.3005475605
365,Rungu,63176286B79209138861399,COD,ADM2,27.648489604462384,2.667133612116088,True,Africa/Kinshasa,0.0,180,346522.4701864012,409592.18004194606
366,Rutshuru,63176286B25642850349509,COD,ADM2,29.34450471895474,-1.0306926644235246,True,Africa/Kinshasa,1007.0,0,336908.90176351846,393503.3687682326
367,Sakania,63176286B52056185132037,COD,ADM2,28.926930390164358,-12.571532477989479,True,Africa/Kinshasa,0.0,0,415940.4250926198,513866.7513304553
368,Sandoa,63176286B26674316015082,COD,ADM2,23.02829591374899,-9.444627217463358,True,Africa/Kinshasa,0.0,0,378180.36058574106,455802.49669796886
369,Seke-Banza,63176286B69853523616594,COD,ADM2,13.383585665940522,-5.341456622572162,True,Africa/Kinshasa,399.0,0,296463.0560807612,346141.95975815994
370,Shabunda,63176286B28648737127916,COD,ADM2,27.578139792756808,-2.9099794292747885,True,Africa/Kinshasa,0.0,0,327910.6666555113,375896.5954724742
371,Songololo,63176286B29097498682851,COD,ADM2,14.069701282355915,-5.528226356140357,True,Africa/Kinshasa,0.0,0,316264.8826808429,372746.83522304334
372,Tshela,63176286B47015384768636,COD,ADM2,12.98237646005294,-4.955968500906305,True,Africa/Kinshasa,216.0,0,280380.4123616191,323701.91539301584
373,Tshikapa,63176286B37681851712476,COD,ADM2,20.820050208255484,-6.416694385459091,True,Africa/Kinshasa,0.0,0,356828.528337743,420723.6709788378
374,Tshilenge,63176286B2433914913285,COD,ADM2,23.63852019591668,-6.481222244689905,True,Africa/Kinshasa,745.0,0,364884.83250515145,435725.43167685525
375,Tshimbulu,63176286B74390580243640,COD,ADM2,22.861536875352957,-6.479626815655566,True,Africa/Kinshasa,0.0,0,349562.5416762533,411582.8607004972
376,Tshumbe,63176286B80144027802447,COD,ADM2,22.69423312301346,-4.0420350225602295,True,Africa/Kinshasa,0.0,0,335715.9031037364,393198.0844385033
377,Ubundu,63176286B77989779607321,COD,ADM2,25.57012614199689,-0.5474304894732879,True,Africa/Kinshasa,481.0,0,318437.99627832364,372426.69341444
378,Uvira,63176286B42701779698156,COD,ADM2,29.01409333165549,-3.215791929936154,True,Africa/Kinshasa,0.0,0,342102.0683478563,397910.8160384386
379,Walikale,63176286B33968238717987,COD,ADM2,28.163322729140933,-1.1188516711554117,True,Africa/Kinshasa,1004.0,0,336621.6501692051,376738.6661388393
380,Walungu,63176286B8564391110970,COD,ADM2,28.681750135356836,-2.7254209163015886,True,Africa/Kinshasa,0.0,0,342426.97766926425,397080.92550763744
381,Wamba,63176286B98159467986291,COD,ADM2,27.83921434080175,2.107872939433055,True,Africa/Kinshasa,0.0,180,346685.42419782124,410617.2033869156
382,Watsa,63176286B47500153281287,COD,ADM2,29.259175779331734,2.7379005738595015,True,Africa/Kinshasa,905.0,180,354865.78285931784,422842.3321917509
383,Yahuma,63176286B43218121140485,COD,ADM2,23.143280225410688,0.8412296879611263,True,Africa/Kinshasa,0.0,180,334947.6480449842,395528.7066060696
384,Yakoma,63176286B72804638257173,COD,ADM2,22.229922659139174,3.6433055395325575,True,Africa/Kinshasa,418.0,180,359612.6220980771,430782.5771938231
385,Yangambi,63176286B49026377824569,COD,ADM2,24.481267125536434,0.7852033918637905,True,Africa/Kinshasa,0.0,180,337619.0780634363,399491.2586530965
386,Yumbi,63176286B53648445078824,COD,ADM2,16.536626689865017,-2.1272372370505988,True,Africa/Kinshasa,317.0,0,336797.84795254236,398913.8356109735
387,Zongo,63176286B53748739739840,COD,ADM2,18.69506116861662,4.220876261104908,True,Africa/Kinshasa,0.0,180,358774.97319662216,432126.25370035635
388,Boko-Songho,1427508B92601755498307,COG,ADM2,13.738280384686737,1.7690489067464386,True,Africa/Brazzaville,0.0,180,328642.77089142613,389283.57715246396
389,Loudima,1427508B48531502218736,COG,ADM2,14.374678161141125,-0.10890005327797894,True,Africa/Brazzaville,420.0,0,334750.32065038924,400696.08166511584
390,Madingou,1427508B79538566138262,COG,ADM2,14.81579842020344,-0.7463269891831362,True,Africa/Brazzaville,0.0,0,346607.75423669396,415576.6823920967
391,Nkayi District,1427508B61361969612670,COG,ADM2,13.593317599625822,-2.4825628205573804,True,Africa/Brazzaville,0.0,0,295086.6776629721,340179.5709795506
392,Mouyondzi,1427508B15475197726652,COG,ADM2,13.31477352801898,-2.915427861771103,True,Africa/Brazzaville,532.0,0,282093.23696566187,324628.02140642505
393,Mfouati,1427508B75141491859674,COG,ADM2,11.532306872292004,-3.977704559837191,True,Africa/Brazzaville,0.0,0,287958.61298731697,334164.79715165583
394,Boundji,1427508B27104831936236,COG,ADM2,14.707610680489978,0.5961295144778747,True,Africa/Brazzaville,0.0,180,335006.9988947544,399050.19327050407
395,Loukela,1427508B73097317113528,COG,ADM2,17.255656516928383,1.093754090749576,True,Africa/Brazzaville,334.0,180,339800.9473795335,402737.8209588546
396,Makoua,1427508B79819029922134,COG,ADM2,16.625247748206604,-0.7170637617913015,True,Africa/Brazzaville,0.0,0,342690.63499265997,406553.0108651016
397,Mossaka,1427508B15105578077856,COG,ADM2,15.616332193665754,0.06148186021414904,True,Africa/Brazzaville,0.0,180,346627.4794258624,416330.3693149947
398,Owando,1427508B2711916711363,COG,ADM2,17.800971904346728,0.8451426612265499,True,Africa/Brazzaville,338.0,180,337239.22599514795,403132.1526606759
399,Ewo,1427508B71494423838128,COG,ADM2,15.982914904439122,-1.9289381921218063,True,Africa/Brazzaville,0.0,0,347913.3766267355,413972.4335168754
400,Kelle,1427508B49132157501482,COG,ADM2,15.547815453382034,-1.426062131626871,True,Africa/Brazzaville,413.0,0,351592.0962620919,419424.68151187274
401,Mbomo,1427508B97285860455499,COG,ADM2,15.907385146022913,-0.6127525991262853,True,Africa/Brazzaville,0.0,0,347291.4722170589,415013.01251765934
402,Okoyo,1427508B68234406405678,COG,ADM2,15.202025700133973,-2.486584116857567,True,Africa/Brazzaville,712.0,0,333613.27962084167,389953.8022398665
403,Kakamoeka,1427508B78448203427797,COG,ADM2,14.720454427170331,-1.4695605786819024,True,Africa/Brazzaville,0.0,0,356005.63373400056,422660.7508580086
404,Loandjili (Pointe Noire),1427508B18064452172812,COG,ADM2,15.295857684540133,-0.7870209990008415,True,Africa/Brazzaville,386.0,0,347783.74557795306,415503.5611369551
405,Madingo-Kayes,1427508B65324977052506,COG,ADM2,15.78668032471361,-3.2791753345100583,True,Africa/Brazzaville,0.0,0,344257.44977210165,410035.7891762367
406,Mvouti,1427508B61990320035466,COG,ADM2,15.014888497335605,-3.4009060249012673,True,Africa/Brazzaville,605.0,0,335137.3394691528,391106.74761975056
407,Bambama,1427508B17240885664000,COG,ADM2,14.449349359050156,-3.451815254513864,True,Africa/Brazzaville,0.0,0,311339.8158751994,364266.60522332834
408,Komono,1427508B55030741074917,COG,ADM2,13.910994589690729,-2.996385690075306,True,Africa/Brazzaville,0.0,0,297996.21213397733,342733.03373523324
409,Sibiti,1427508B97911920098137,COG,ADM2,14.430380048582295,-2.303286112457845,True,Africa/Brazzaville,624.0,0,316168.8709921501,360283.0021141834
410,Zanaga,1427508B80151114352270,COG,ADM2,15.424276984445845,-3.9452793295318482,True,Africa/Brazzaville,0.0,0,333425.49501704425,390107.52240872354
411,Dongou,1427508B98957874622899,COG,ADM2,14.853120986939892,-4.29132593648042,True,Africa/Brazzaville,0.0,0,328807.65997444117,384361.87219156686
412,Epena,1427508B94586768331104,COG,ADM2,14.355769068321884,-4.19498269400502,True,Africa/Brazzaville,0.0,0,323271.0794469371,377838.4120051906
413,Impfondo,1427508B40681064196886,COG,ADM2,13.955103189312426,-3.8908002526229684,True,Africa/Brazzaville,445.0,0,313746.8544732527,367946.1725746789
414,Divenie,1427508B11102510825408,COG,ADM2,13.243002862392254,-3.591652192769679,True,Africa/Brazzaville,0.0,0,290276.0938154494,333015.64916505787
415,Kibangou,1427508B61088264973461,COG,ADM2,14.636626059655677,-4.6343339950652,True,Africa/Brazzaville,0.0,0,317978.46008979325,369975.4229595689
416,Kimongo,1427508B96831343191841,COG,ADM2,13.546806612039914,-4.514302804124438,True,Africa/Brazzaville,376.0,0,313390.98931364034,367179.87067584036
417,Louvakou (Loubomo),1427508B57341338749174,COG,ADM2,13.601885452832816,-4.193713903068728,True,Africa/Brazzaville,0.0,0,322795.18501522497,380816.7811846317
418,Mayoko,1427508B56162922568882,COG,ADM2,12.936891262262023,-3.958348135450507,True,Africa/Brazzaville,0.0,0,319764.92958125717,371729.60134351574
419,Mossendjo,1427508B80480986798258,COG,ADM2,12.674996010780559,-3.005594085744766,True,Africa/Brazzaville,408.0,0,282219.2994658004,327632.75256286224
420,Abala,1427508B96787194302936,COG,ADM2,12.569642313819244,-3.9517963209818956,True,Africa/Brazzaville,0.0,0,318733.219328023,372450.2010849851
421,Djambala,1427508B96128266527522,COG,ADM2,12.377152680821476,-4.364785418944116,True,Africa/Brazzaville,0.0,0,275251.88723635254,312739.3308830436
422,Gamboma,1427508B88245699970735,COG,ADM2,11.983476615782973,-4.634357671637832,True,Africa/Brazzaville,92.0,0,283397.89139098465,331115.6398807451
423,Lekana,1427508B16336577504654,COG,ADM2,11.946140657990277,-4.0441479739219925,True,Africa/Brazzaville,0.0,0,294213.0333842643,335346.4226450022
424,Boko,1427508B75307715996039,COG,ADM2,12.744471760214342,-2.2637489435276503,True,Africa/Brazzaville,680.0,0,292145.6074223032,337232.83814647153
425,Kindamba,1427508B11009078407103,COG,ADM2,12.059834166400858,-2.653299755457683,True,Africa/Brazzaville,0.0,0,301421.0063434967,349603.9454187736
426,Kinkala,1427508B20778125990981,COG,ADM2,12.16158711901691,-3.4246946632360693,True,Africa/Brazzaville,153.0,0,308288.6601968071,361741.3294081683
427,Mayama,1427508B81001765289527,COG,ADM2,16.00535923815715,1.1837825636225,True,Africa/Brazzaville,0.0,180,339861.05236503016,404909.5834477537
428,Mindouli,1427508B59827830762916,COG,ADM2,14.822078049913728,1.7321311676008342,True,Africa/Brazzaville,457.0,180,336594.7512678001,404976.17723937315
429,Ngabe,1427508B65710782923529,COG,ADM2,17.563516850853336,2.9488272803985254,True,Africa/Brazzaville,0.0,180,356728.6870589472,428688.1040075525
430,Ngamaba (Brazzaville),1427508B77398983922778,COG,ADM2,17.07654891923456,-0.3518226805531021,True,Africa/Brazzaville,0.0,0,336539.46015855775,398984.91469278355
431,Ouesso,1427508B53261587685070,COG,ADM2,13.190570854278747,-4.56650929868387,True,Africa/Brazzaville,344.0,0,324970.2264339688,381493.67902339954
432,Sembe,1427508B36736410961843,COG,ADM2,13.838680739156095,-4.385160212607302,True,Africa/Brazzaville,0.0,0,307913.33101839136,357779.7511746624
433,Souanke,1427508B74488627772391,COG,ADM2,13.302393647606038,-4.211191504109385,True,Africa/Brazzaville,172.0,0,320338.26570411946,378847.8870376631
434,Bale,67063806B68807156447803,BFA,ADM2,-3.0728930801843,11.72219952282007,True,Africa/Ouagadougou,0.0,180,404087.0829552816,497458.9156170011
435,Mouhoun,67063806B95698273817509,BFA,ADM2,-3.4173417162280124,12.200352240748721,True,Africa/Ouagadougou,0.0,180,413652.93219897576,509145.36447272
436,Nayala,67063806B13297228427715,BFA,ADM2,-3.0238774733312743,12.696521413092194,True,Africa/Ouagadougou,305.0,180,405383.65200566297,498697.0776868872
437,Boulkiemde,67063806B25202403935187,BFA,ADM2,-2.1457934958467626,12.316008553193884,True,Africa/Ouagadougou,0.0,180,414031.0713202619,512888.37392408506
438,Sanguie,67063806B51289395143870,BFA,ADM2,-2.6140110976428166,12.21218075816001,True,Africa/Ouagadougou,0.0,180,418514.7110601424,519252.51102884085
439,Ziro,67063806B63771125198412,BFA,ADM2,-1.8888868941596544,11.635021059687569,True,Africa/Ouagadougou,332.0,180,402997.57570549706,495568.8237707001
440,Bougouriba,67063806B9563364372336,BFA,ADM2,-3.412675080114778,10.847157489220221,True,Africa/Ouagadougou,0.0,180,405506.43529692467,499276.7237559982
441,Houet,67063806B93880456931202,BFA,ADM2,-4.255596968985053,11.291832904878866,True,Africa/Ouagadougou,0.0,180,410968.6714305471,507654.0118207828
442,Tuy,67063806B52798800731394,BFA,ADM2,-3.519166591036941,11.439582273139894,True,Africa/Ouagadougou,313.0,180,409365.6365188923,505299.6807994743
443,Gnagna,67063806B53557788130503,BFA,ADM2,0.019853364404162806,12.94419571360331,True,Africa/Ouagadougou,0.0,180,418530.06100815843,516682.7956948762
444,Gourma,67063806B98154706729521,BFA,ADM2,0.6285168390956911,12.143338219682803,True,Africa/Ouagadougou,283.0,180,408943.10261866415,502618.3132068942
445,Komonjdjari,67063806B37049013397139,BFA,ADM2,0.7301398218836972,12.747972887244943,True,Africa/Ouagadougou,0.0,180,415050.1236914206,514618.4811189946
446,Kouritenga,67063806B40595440400203,BFA,ADM2,-0.31571559593520226,12.192662450098625,True,Africa/Ouagadougou,0.0,180,411129.8611375075,507085.2316116602
447,Kadiogo,67063806B99988316808523,BFA,ADM2,-1.502072751577828,12.322663733336993,True,Africa/Ouagadougou,306.0,180,410680.7291628286,506894.42072718975
448,Ganzourgou,67063806B50041184778807,BFA,ADM2,-0.7734853318032883,12.252400259381277,True,Africa/Ouagadougou,0.0,180,407109.43371155474,501508.09969500505
449,Kourweogo,67063806B35388046796178,BFA,ADM2,-1.8127871266513698,12.625670129947064,True,Africa/Ouagadougou,0.0,180,417050.29880872765,515645.8503066344
450,Oubritenga,67063806B42476727458569,BFA,ADM2,-1.3077903485001638,12.639626013539615,True,Africa/Ouagadougou,319.0,180,420723.4674230524,519442.8846793118
451,Loroum,67063806B11896750408185,BFA,ADM2,-2.169140309778975,13.936714236486614,True,Africa/Ouagadougou,0.0,180,424459.337094937,523836.45570567815
452,Passore,67063806B82563699600395,BFA,ADM2,-2.168893006254392,12.900688160007423,True,Africa/Ouagadougou,0.0,180,413884.7453507874,510955.7163806057
453,Zondoma,67063806B77925181323544,BFA,ADM2,-2.375295098107802,13.195284484656396,True,Africa/Ouagadougou,322.0,180,418416.167154983,518444.1735763174
454,Bazega,67063806B75312427459337,BFA,ADM2,-1.4524007102537062,11.960811916190744,True,Africa/Ouagadougou,0.0,180,409537.2670090688,504000.5429398267
455,Zoundweogo,67063806B75605811528327,BFA,ADM2,-0.9793389107303883,11.571180144098719,True,Africa/Ouagadougou,292.0,180,405115.2222313859,498895.40714820416
456,Bam,67063806B14953893434288,BFA,ADM2,-1.5861562217536644,13.4699891354435,True,Africa/Ouagadougou,0.0,180,421540.3597149821,519876.15483753616
457,Namentenga,67063806B10845212636131,BFA,ADM2,-0.5082749475372426,13.179419774303861,True,Africa/Ouagadougou,0.0,180,419212.4792320865,518209.4054211423
458,Sanmatenga,67063806B54692073140068,BFA,ADM2,-1.0303427808339898,13.24234423386796,True,Africa/Ouagadougou,318.0,180,421048.8344766814,517316.65388015343
459,Kenedougou,67063806B9375485614542,BFA,ADM2,-4.97623736529247,11.423205437772795,True,Africa/Ouagadougou,0.0,180,409500.427659129,504944.4837271273
460,Leraba,67063806B8254339248909,BFA,ADM2,-5.261829385836079,10.612730821694797,True,Africa/Ouagadougou,0.0,180,401018.8736368416,488480.3007505158
461,Comoe,67063806B6461887322435,BFA,ADM2,-4.4289928768145,10.298832224250294,True,Africa/Ouagadougou,0.0,180,398826.56064730446,489484.5288691972
462,Noumbiel,67063806B78350075830190,BFA,ADM2,-2.955516201625447,9.875880111643596,True,Africa/Ouagadougou,309.0,180,390561.05877157184,477364.06755905296
463,Poni,67063806B8041269423759,BFA,ADM2,-3.3571202864006158,10.305878709530395,True,Africa/Ouagadougou,0.0,180,398615.80317887635,488321.159958039
464,Ioba,67063806B47797635439115,BFA,ADM2,-3.0229660952129267,11.083586933925801,True,Africa/Ouagadougou,308.0,180,405802.26158772694,498256.0483205536
465,Sissili,67063806B75900195473972,BFA,ADM2,-2.2233147769761894,11.295602555546996,True,Africa/Ouagadougou,0.0,180,401191.69281005254,492498.4296027703
466,Nahouri,67063806B90465948144495,BFA,ADM2,-1.2087866409997738,11.205830817965639,True,Africa/Ouagadougou,357.0,180,406426.94006326364,500557.7079019012
467,Boulgou,67063806B79770817740465,BFA,ADM2,-0.4498051934329897,11.512351304073515,True,Africa/Ouagadougou,0.0,180,408311.49674735183,503611.47751229047
468,Koulpelogo,67063806B92956545078683,BFA,ADM2,0.20139279679818745,11.414715349390017,True,Africa/Ouagadougou,0.0,180,401932.95434888394,492703.61066161393
469,Kompienga,67063806B63358793036390,BFA,ADM2,0.8872356647318408,11.431293434614808,True,Africa/Ouagadougou,171.0,180,395616.34276917885,486049.2255226098
470,Tapoa,67063806B60723724569169,BFA,ADM2,1.7398815210022185,12.068564585593576,True,Africa/Ouagadougou,0.0,180,413360.3819875897,509234.5243005303
471,Yagha,67063806B32901667163906,BFA,ADM2,0.6078411268672789,13.404738948790143,True,Africa/Ouagadougou,0.0,180,419193.57208619243,516007.1662530449
472,Seno,67063806B86156352342594,BFA,ADM2,-0.03479695486244787,13.94493362849515,True,Africa/Ouagadougou,284.0,180,422369.320539483,520368.4360902597
473,Oudalan,67063806B71789570765121,BFA,ADM2,-0.33345917189742236,14.651661676499602,True,Africa/Ouagadougou,0.0,180,422899.61988639866,518602.9994813808
474,Soum,67063806B70466570504467,BFA,ADM2,-1.300977938434749,14.246038616646155,True,Africa/Ouagadougou,292.0,180,429444.8046715995,531150.8276913348
475,Yatenga,67063806B65280418727437,BFA,ADM2,-2.3865908269402607,13.60397404946481,True,Africa/Ouagadougou,0.0,180,419024.31429959915,516271.4253461589
476,Sourou,67063806B20155029653315,BFA,ADM2,-3.0149531776462726,13.247000439613608,True,Africa/Ouagadougou,0.0,180,415150.23879343143,510205.0963699036
477,Kossi,67063806B77397496256894,BFA,ADM2,-3.879365665638907,12.924368307940924,True,Africa/Ouagadougou,271.0,180,411703.8172217159,507069.2354477804
478,Banwa,67063806B90065327421296,BFA,ADM2,-4.167790939767321,12.252254341885482,True,Africa/Ouagadougou,0.0,180,413757.7937551027,509961.23320823157
479,Ryansoro,21766830B51581455705264,BDI,ADM2,29.7986663264866,-3.7070446018979255,True,Africa/Bujumbura,1954.0,0,336145.5789564099,405009.2295879075
480,Ndava,21766830B24037016071048,BDI,ADM2,29.7537140281817,-3.391297980589988,True,Africa/Bujumbura,0.0,0,339099.6974341459,407947.45667101536
481,Buyengero,21766830B72694279365930,BDI,ADM2,29.53288376011091,-3.848912326980658,True,Africa/Bujumbura,0.0,0,331887.5481766452,401436.2484105799
482,Bugarama,21766830B31049489476840,BDI,ADM2,29.400332830536986,-3.690924820858385,True,Africa/Bujumbura,1577.0,0,297173.37834031985,343903.82600800757
483,Rumonge,21766830B32777890626704,BDI,ADM2,29.457043573364498,-3.9623527299352594,True,Africa/Bujumbura,0.0,0,341120.23402895185,414211.0213052336
484,Burambi,21766830B13270332643198,BDI,ADM2,29.452575153198243,-3.7987943051865933,True,Africa/Bujumbura,1901.0,0,320681.86078903876,375593.33708426525
485,Kanyosha1,21766830B91002704780807,BDI,ADM2,29.415123733855495,-3.430976965059026,True,Africa/Bujumbura,0.0,0,324202.4429958368,379784.9392620312
486,Kabezi,21766830B36835382033084,BDI,ADM2,29.369880352727275,-3.531043697854864,True,Africa/Bujumbura,0.0,0,341185.89503245224,403001.87804113823
487,Muhuta,21766830B14140898215143,BDI,ADM2,29.415297570472127,-3.6236378775347724,True,Africa/Bujumbura,1898.0,0,272142.6065167857,315277.8217566355
488,Mukike,21766830B24780978451442,BDI,ADM2,29.51358616549754,-3.564768515312979,True,Africa/Bujumbura,0.0,0,304413.9426285137,361181.02618646814
489,Mutambu,21766830B26172674635426,BDI,ADM2,29.432249506309923,-3.528438806820108,True,Africa/Bujumbura,0.0,0,320493.35257009853,384280.91189299326
490,Nyabiraba,21766830B65855218165696,BDI,ADM2,29.47551203006906,-3.457874799694613,True,Africa/Bujumbura,1726.0,0,317883.3153499281,379212.28682831785
491,Bururi,21766830B40262547233983,BDI,ADM2,29.673774216004972,-3.96321379176033,True,Africa/Bujumbura,0.0,0,340914.96069174027,412313.9484200313
492,Vugizo,21766830B72373703869549,BDI,ADM2,29.678517373684013,-4.153679446343666,True,Africa/Bujumbura,1823.0,0,328283.2158514216,395000.09436982387
493,Vyanda,21766830B58261819569057,BDI,ADM2,29.596257368825345,-4.069743761970435,True,Africa/Bujumbura,0.0,0,330808.9102182632,387950.2928992648
494,Rusaka,21766830B4360406366219,BDI,ADM2,29.635341698292514,-3.453759716132238,True,Africa/Bujumbura,0.0,0,336023.2555109926,402444.05390414625
495,Mugamba,21766830B94080264403798,BDI,ADM2,29.586507639286303,-3.670178216581528,True,Africa/Bujumbura,2094.0,0,314539.5800871773,375010.6913899003
496,Songa,21766830B2637956321101,BDI,ADM2,29.66783996341754,-3.8533891122180455,True,Africa/Bujumbura,0.0,0,333467.7068554665,404394.8384961694
497,Mugongoman,21766830B4857646374703,BDI,ADM2,29.548715351885317,-3.441636568094523,True,Africa/Bujumbura,0.0,0,328088.05020477937,391153.1128435756
498,Gisozi,21766830B19333977175167,BDI,ADM2,29.633532824976037,-3.5567910483466165,True,Africa/Bujumbura,2194.0,0,324330.1727229737,388476.00056016474
499,Bisoro,21766830B89840065497772,BDI,ADM2,29.71109464383063,-3.6271569213503865,True,Africa/Bujumbura,0.0,0,325857.60349805723,390146.9921393788
500,Matana,21766830B18921295675400,BDI,ADM2,29.714129045382403,-3.74485084504213,True,Africa/Bujumbura,0.0,0,326886.35487118154,392811.1426114121
501,Kayokwe,21766830B55907977289604,BDI,ADM2,29.744204822691984,-3.5225462211956478,True,Africa/Bujumbura,1737.0,0,331677.3482850508,398642.3306392675
502,Mpanda,21766830B27994781295310,BDI,ADM2,29.408252944061378,-3.1857018271110458,True,Africa/Bujumbura,0.0,0,340537.60902005795,403963.9633571395
503,Murwi,21766830B66237815735217,BDI,ADM2,29.248332003584334,-2.905055065907014,True,Africa/Bujumbura,0.0,0,357448.02513497235,426276.35416416003
504,Bubanza,21766830B70249907645493,BDI,ADM2,29.365503088315787,-3.0591764847585163,True,Africa/Bujumbura,990.0,0,360617.96045858006,429625.7370201416
505,Rango,21766830B52252554978419,BDI,ADM2,29.761904592368893,-3.1558691405830803,True,Africa/Bujumbura,0.0,0,350381.09798830317,412274.4365977026
506,Bukeye,21766830B89600323039153,BDI,ADM2,29.604406853480047,-3.193155611086528,True,Africa/Bujumbura,2074.0,0,342432.80324033485,408877.5092379644
